,file,per_request,sequential,requests_byte,inter_time,0
761,20,20,0,1048576,1000,sjf
762,20,20,0,1048576,10000,sjf
763,20,20,0,1048576,100000,sjf
764,20,20,0,1048576,1000000,sjf
765,20,20,0,4194304,100,sjf
766,20,20,0,4194304,1000,sjf
767,20,20,0,4194304,10000,sjf
768,20,20,0,4194304,100000,sjf
769,20,20,0,4194304,1000000,to
770,20,20,0,16777216,100,sjf
771,20,20,0,16777216,1000,sjf
772,20,20,0,16777216,10000,sjf
773,20,20,0,16777216,100000,sjf
774,20,20,0,16777216,1000000,sjf
775,20,20,25,65536,100,sjf
776,20,20,25,65536,1000,sjf
777,20,20,25,65536,10000,sjf
778,20,20,25,65536,100000,sjf
779,20,20,25,65536,1000000,sjf
780,20,20,25,262144,100,sjf
781,20,20,25,262144,1000,sjf
782,20,20,25,262144,10000,sjf
783,20,20,25,262144,100000,sjf
784,20,20,25,262144,1000000,sjf
785,20,20,25,1048576,100,sjf
786,20,20,25,1048576,1000,sjf
787,20,20,25,1048576,10000,sjf
788,20,20,25,1048576,100000,sjf
789,20,20,25,1048576,1000000,sjf
790,20,20,25,4194304,100,sjf
791,20,20,25,4194304,1000,sjf
792,20,20,25,4194304,10000,sjf
793,20,20,25,4194304,100000,sjf
794,20,20,25,4194304,1000000,sjf
795,20,20,25,16777216,100,sjf
796,20,20,25,16777216,1000,sjf
797,20,20,25,16777216,10000,sjf
798,20,20,25,16777216,100000,sjf
799,20,20,25,16777216,1000000,sjf
800,20,20,50,65536,100,sjf
801,20,20,50,65536,1000,sjf
802,20,20,50,65536,10000,sjf
803,20,20,50,65536,100000,twins
804,20,20,50,65536,1000000,twins
805,20,20,50,262144,100,sjf
806,20,20,50,262144,1000,sjf
807,20,20,50,262144,10000,sjf
808,20,20,50,262144,100000,sjf
809,20,20,50,262144,1000000,sjf
810,20,20,50,1048576,100,sjf
811,20,20,50,1048576,1000,sjf
812,20,20,50,1048576,10000,sjf
813,20,20,50,1048576,100000,sjf
814,20,20,50,1048576,1000000,sjf
815,20,20,50,4194304,100,sjf
816,20,20,50,4194304,1000,sjf
817,20,20,50,4194304,10000,sjf
818,20,20,50,4194304,100000,sjf
819,20,20,50,4194304,1000000,sjf
820,20,20,50,16777216,100,sjf
821,20,20,50,16777216,1000,sjf
822,20,20,50,16777216,10000,sjf
823,20,20,50,16777216,100000,sjf
824,20,20,50,16777216,1000000,sjf
825,20,20,75,65536,100,sjf
826,20,20,75,65536,1000,sjf
827,20,20,75,65536,10000,sjf
828,20,20,75,65536,100000,sjf
829,20,20,75,65536,1000000,sjf
830,20,20,75,262144,100,sjf
831,20,20,75,262144,1000,sjf
832,20,20,75,262144,10000,sjf
833,20,20,75,262144,100000,sjf
834,20,20,75,262144,1000000,sjf
835,20,20,75,1048576,100,sjf
836,20,20,75,1048576,1000,sjf
837,20,20,75,1048576,10000,sjf
838,20,20,75,1048576,100000,sjf
839,20,20,75,1048576,1000000,sjf
840,20,20,75,4194304,100,sjf
841,20,20,75,4194304,1000,sjf
842,20,20,75,4194304,10000,sjf
843,20,20,75,4194304,100000,sjf
844,20,20,75,4194304,1000000,sjf
845,20,20,75,16777216,100,sjf
846,20,20,75,16777216,1000,sjf
847,20,20,75,16777216,10000,sjf
848,20,20,75,16777216,100000,sjf
849,20,20,75,16777216,1000000,to
850,20,20,100,65536,100,sjf
851,20,20,100,65536,1000,sjf
852,20,20,100,65536,10000,sjf
853,20,20,100,65536,100000,sjf
854,20,20,100,65536,1000000,sjf
855,20,20,100,262144,100,sjf
856,20,20,100,262144,1000,sjf
857,20,20,100,262144,10000,sjf
858,20,20,100,262144,100000,to
859,20,20,100,262144,1000000,sjf
860,20,20,100,1048576,100,sjf
861,20,20,100,1048576,1000,sjf
862,20,20,100,1048576,10000,sjf
863,20,20,100,1048576,100000,sjf
864,20,20,100,1048576,1000000,sjf
865,20,20,100,4194304,100,sjf
866,20,20,100,4194304,1000,sjf
867,20,20,100,4194304,10000,sjf
868,20,20,100,4194304,100000,sjf
869,20,20,100,4194304,1000000,sjf
870,20,20,100,16777216,100,sjf
871,20,20,100,16777216,1000,sjf
872,20,20,100,16777216,10000,sjf
873,20,20,100,16777216,100000,to
874,20,20,100,16777216,1000000,sjf
875,20,40,0,65536,100,sjf
876,20,40,0,65536,1000,sjf
877,20,40,0,65536,10000,sjf
878,20,40,0,65536,100000,sjf
879,20,40,0,65536,1000000,to
880,20,40,0,262144,100,sjf
881,20,40,0,262144,1000,sjf
882,20,40,0,262144,10000,sjf
883,20,40,0,262144,100000,sjf
884,20,40,0,262144,1000000,sjf
885,20,40,0,1048576,100,sjf
886,20,40,0,1048576,1000,sjf
887,20,40,0,1048576,10000,sjf
888,20,40,0,1048576,100000,sjf
889,20,40,0,1048576,1000000,sjf
890,20,40,0,4194304,100,sjf
891,20,40,0,4194304,1000,sjf
892,20,40,0,4194304,10000,sjf
893,20,40,0,4194304,100000,sjf
894,20,40,0,4194304,1000000,sjf
895,20,40,0,16777216,100,sjf
896,20,40,0,16777216,1000,sjf
897,20,40,0,16777216,10000,sjf
898,20,40,0,16777216,100000,sjf
899,20,40,0,16777216,1000000,sjf
900,20,40,25,65536,100,sjf
901,20,40,25,65536,1000,sjf
902,20,40,25,65536,10000,sjf
903,20,40,25,65536,100000,sjf
904,20,40,25,65536,1000000,sjf
905,20,40,25,262144,100,sjf
906,20,40,25,262144,1000,sjf
907,20,40,25,262144,10000,sjf
908,20,40,25,262144,100000,sjf
909,20,40,25,262144,1000000,sjf
910,20,40,25,1048576,100,sjf
911,20,40,25,1048576,1000,sjf
912,20,40,25,1048576,10000,sjf
913,20,40,25,1048576,100000,sjf
914,20,40,25,1048576,1000000,sjf
915,20,40,25,4194304,100,sjf
916,20,40,25,4194304,1000,sjf
917,20,40,25,4194304,10000,sjf
918,20,40,25,4194304,100000,sjf
919,20,40,25,4194304,1000000,sjf
920,20,40,25,16777216,100,sjf
921,20,40,25,16777216,1000,sjf
922,20,40,25,16777216,10000,sjf
923,20,40,25,16777216,100000,sjf
924,20,40,25,16777216,1000000,sjf
925,20,40,50,65536,100,sjf
926,20,40,50,65536,1000,sjf
927,20,40,50,65536,10000,sjf
928,20,40,50,65536,100000,sjf
929,20,40,50,65536,1000000,sjf
930,20,40,50,262144,100,sjf
931,20,40,50,262144,1000,sjf
932,20,40,50,262144,10000,sjf
933,20,40,50,262144,100000,sjf
934,20,40,50,262144,1000000,sjf
935,20,40,50,1048576,100,sjf
936,20,40,50,1048576,1000,sjf
937,20,40,50,1048576,10000,sjf
938,20,40,50,1048576,100000,sjf
939,20,40,50,1048576,1000000,sjf
940,20,40,50,4194304,100,sjf
941,20,40,50,4194304,1000,sjf
942,20,40,50,4194304,10000,sjf
943,20,40,50,4194304,100000,sjf
944,20,40,50,4194304,1000000,to
945,20,40,50,16777216,100,sjf
946,20,40,50,16777216,1000,sjf
947,20,40,50,16777216,10000,sjf
948,20,40,50,16777216,100000,sjf
949,20,40,50,16777216,1000000,sjf
950,20,40,75,65536,100,sjf
951,20,40,75,65536,1000,sjf
952,20,40,75,65536,10000,sjf
953,20,40,75,65536,100000,sjf
954,20,40,75,65536,1000000,sjf
955,20,40,75,262144,100,sjf
956,20,40,75,262144,1000,sjf
957,20,40,75,262144,10000,sjf
958,20,40,75,262144,100000,sjf
959,20,40,75,262144,1000000,sjf
960,20,40,75,1048576,100,sjf
961,20,40,75,1048576,1000,sjf
962,20,40,75,1048576,10000,sjf
963,20,40,75,1048576,100000,sjf
964,20,40,75,1048576,1000000,sjf
965,20,40,75,4194304,100,sjf
966,20,40,75,4194304,1000,sjf
967,20,40,75,4194304,10000,sjf
968,20,40,75,4194304,100000,to
969,20,40,75,4194304,1000000,to
970,20,40,75,16777216,100,sjf
971,20,40,75,16777216,1000,sjf
972,20,40,75,16777216,10000,sjf
973,20,40,75,16777216,100000,sjf
974,20,40,75,16777216,1000000,sjf
975,20,40,100,65536,100,sjf
976,20,40,100,65536,1000,sjf
977,20,40,100,65536,10000,sjf
978,20,40,100,65536,100000,sjf
979,20,40,100,65536,1000000,sjf
980,20,40,100,262144,100,sjf
981,20,40,100,262144,1000,sjf
982,20,40,100,262144,10000,sjf
983,20,40,100,262144,100000,sjf
984,20,40,100,262144,1000000,sjf
985,20,40,100,1048576,100,sjf
986,20,40,100,1048576,1000,sjf
987,20,40,100,1048576,10000,sjf
988,20,40,100,1048576,100000,sjf
989,20,40,100,1048576,1000000,sjf
990,20,40,100,4194304,100,sjf
991,20,40,100,4194304,1000,sjf
992,20,40,100,4194304,10000,sjf
993,20,40,100,4194304,100000,sjf
994,20,40,100,4194304,1000000,sjf
995,20,40,100,16777216,100,sjf
996,20,40,100,16777216,1000,sjf
997,20,40,100,16777216,10000,sjf
998,20,40,100,16777216,100000,sjf
999,20,40,100,16777216,1000000,sjf
1000,20,80,0,65536,100,sjf
1001,20,80,0,65536,1000,sjf
1002,20,80,0,65536,10000,sjf
1003,20,80,0,65536,100000,sjf
1004,20,80,0,65536,1000000,to
1005,20,80,0,262144,100,sjf
1006,20,80,0,262144,1000,sjf
1007,20,80,0,262144,10000,sjf
1008,20,80,0,262144,100000,sjf
1009,20,80,0,262144,1000000,to
1010,20,80,0,1048576,100,sjf
1011,20,80,0,1048576,1000,sjf
1012,20,80,0,1048576,10000,sjf
1013,20,80,0,1048576,100000,sjf
1014,20,80,0,1048576,1000000,to
1015,20,80,0,4194304,100,sjf
1016,20,80,0,4194304,1000,sjf
1017,20,80,0,4194304,10000,sjf
1018,20,80,0,4194304,100000,sjf
1019,20,80,0,4194304,1000000,sjf
1020,20,80,0,16777216,100,sjf
1021,20,80,0,16777216,1000,sjf
1022,20,80,0,16777216,10000,sjf
1023,20,80,0,16777216,100000,sjf
1024,20,80,0,16777216,1000000,sjf
1025,20,80,25,65536,100,sjf
1026,20,80,25,65536,1000,sjf
1027,20,80,25,65536,10000,sjf
1028,20,80,25,65536,100000,sjf
1029,20,80,25,65536,1000000,sjf
1030,20,80,25,262144,100,sjf
1031,20,80,25,262144,1000,sjf
1032,20,80,25,262144,10000,sjf
1033,20,80,25,262144,100000,sjf
1034,20,80,25,262144,1000000,sjf
1035,20,80,25,1048576,100,sjf
1036,20,80,25,1048576,1000,sjf
1037,20,80,25,1048576,10000,sjf
1038,20,80,25,1048576,100000,sjf
1039,20,80,25,1048576,1000000,sjf
1040,20,80,25,4194304,100,sjf
1041,20,80,25,4194304,1000,sjf
1042,20,80,25,4194304,10000,sjf
1043,20,80,25,4194304,100000,sjf
1044,20,80,25,4194304,1000000,sjf
1045,20,80,25,16777216,100,sjf
1046,20,80,25,16777216,1000,sjf
1047,20,80,25,16777216,10000,sjf
1048,20,80,25,16777216,100000,sjf
1049,20,80,25,16777216,1000000,sjf
1050,20,80,50,65536,100,sjf
1051,20,80,50,65536,1000,sjf
1052,20,80,50,65536,10000,sjf
1053,20,80,50,65536,100000,sjf
1054,20,80,50,65536,1000000,sjf
1055,20,80,50,262144,100,sjf
1056,20,80,50,262144,1000,sjf
1057,20,80,50,262144,10000,sjf
1058,20,80,50,262144,100000,to
1059,20,80,50,262144,1000000,sjf
1060,20,80,50,1048576,100,sjf
1061,20,80,50,1048576,1000,sjf
1062,20,80,50,1048576,10000,sjf
1063,20,80,50,1048576,100000,sjf
1064,20,80,50,1048576,1000000,sjf
1065,20,80,50,4194304,100,sjf
1066,20,80,50,4194304,1000,sjf
1067,20,80,50,4194304,10000,sjf
1068,20,80,50,4194304,100000,sjf
1069,20,80,50,4194304,1000000,to
1070,20,80,50,16777216,100,sjf
1071,20,80,50,16777216,1000,sjf
1072,20,80,50,16777216,10000,sjf
1073,20,80,50,16777216,100000,sjf
1074,20,80,50,16777216,1000000,sjf
1075,20,80,75,65536,100,sjf
1076,20,80,75,65536,1000,sjf
1077,20,80,75,65536,10000,sjf
1078,20,80,75,65536,100000,sjf
1079,20,80,75,65536,1000000,sjf
1080,20,80,75,262144,100,sjf
1081,20,80,75,262144,1000,sjf
1082,20,80,75,262144,10000,sjf
1083,20,80,75,262144,100000,sjf
1084,20,80,75,262144,1000000,to
1085,20,80,75,1048576,100,sjf
1086,20,80,75,1048576,1000,sjf
1087,20,80,75,1048576,10000,sjf
1088,20,80,75,1048576,100000,sjf
1089,20,80,75,1048576,1000000,sjf
1090,20,80,75,4194304,100,sjf
1091,20,80,75,4194304,1000,sjf
1092,20,80,75,4194304,10000,sjf
1093,20,80,75,4194304,100000,sjf
1094,20,80,75,4194304,1000000,sjf
1095,20,80,75,16777216,100,sjf
1096,20,80,75,16777216,1000,sjf
1097,20,80,75,16777216,10000,sjf
1098,20,80,75,16777216,100000,sjf
1099,20,80,75,16777216,1000000,sjf
1100,20,80,100,65536,100,sjf
1101,20,80,100,65536,1000,sjf
1102,20,80,100,65536,10000,sjf
1103,20,80,100,65536,100000,sjf
1104,20,80,100,65536,1000000,to
1105,20,80,100,262144,100,sjf
1106,20,80,100,262144,1000,sjf
1107,20,80,100,262144,10000,sjf
1108,20,80,100,262144,100000,sjf
1109,20,80,100,262144,1000000,sjf
1110,20,80,100,1048576,100,sjf
1111,20,80,100,1048576,1000,sjf
1112,20,80,100,1048576,10000,sjf
1113,20,80,100,1048576,100000,sjf
1114,20,80,100,1048576,1000000,sjf
1115,20,80,100,4194304,100,sjf
1116,20,80,100,4194304,1000,sjf
1117,20,80,100,4194304,10000,sjf
1118,20,80,100,4194304,100000,sjf
1119,20,80,100,4194304,1000000,sjf
1120,20,80,100,16777216,100,sjf
1121,20,80,100,16777216,1000,sjf
1122,20,80,100,16777216,10000,sjf
1123,20,80,100,16777216,100000,sjf
1124,20,80,100,16777216,1000000,sjf
1125,20,160,0,65536,100,sjf
1126,20,160,0,65536,1000,sjf
1127,20,160,0,65536,10000,sjf
1128,20,160,0,65536,100000,sjf
1129,20,160,0,65536,1000000,to
1130,20,160,0,262144,100,sjf
1131,20,160,0,262144,1000,sjf
1132,20,160,0,262144,10000,sjf
1133,20,160,0,262144,100000,sjf
1134,20,160,0,262144,1000000,to
1135,20,160,0,1048576,100,sjf
1136,20,160,0,1048576,1000,sjf
1137,20,160,0,1048576,10000,sjf
1138,20,160,0,1048576,100000,sjf
1139,20,160,0,1048576,1000000,sjf
1140,20,160,0,4194304,100,sjf
1141,20,160,0,4194304,1000,sjf
1142,20,160,0,4194304,10000,sjf
1143,20,160,0,4194304,100000,sjf
1144,20,160,0,4194304,1000000,sjf
1145,20,160,0,16777216,100,sjf
1146,20,160,0,16777216,1000,sjf
1147,20,160,0,16777216,10000,sjf
1148,20,160,0,16777216,100000,sjf
1149,20,160,0,16777216,1000000,sjf
1150,20,160,25,65536,100,sjf
1151,20,160,25,65536,1000,sjf
1152,20,160,25,65536,10000,sjf
1153,20,160,25,65536,100000,sjf
1154,20,160,25,65536,1000000,to
1155,20,160,25,262144,100,sjf
1156,20,160,25,262144,1000,sjf
1157,20,160,25,262144,10000,sjf
1158,20,160,25,262144,100000,sjf
1159,20,160,25,262144,1000000,to
1160,20,160,25,1048576,100,sjf
1161,20,160,25,1048576,1000,sjf
1162,20,160,25,1048576,10000,sjf
1163,20,160,25,1048576,100000,sjf
1164,20,160,25,1048576,1000000,to
1165,20,160,25,4194304,100,sjf
1166,20,160,25,4194304,1000,sjf
1167,20,160,25,4194304,10000,sjf
1168,20,160,25,4194304,100000,sjf
1169,20,160,25,4194304,1000000,to
1170,20,160,25,16777216,100,sjf
1171,20,160,25,16777216,1000,sjf
1172,20,160,25,16777216,10000,sjf
1173,20,160,25,16777216,100000,sjf
1174,20,160,25,16777216,1000000,sjf
1175,20,160,50,65536,100,sjf
1176,20,160,50,65536,1000,sjf
1177,20,160,50,65536,10000,sjf
1178,20,160,50,65536,100000,sjf
1179,20,160,50,65536,1000000,to
1180,20,160,50,262144,100,sjf
1181,20,160,50,262144,1000,sjf
1182,20,160,50,262144,10000,sjf
1183,20,160,50,262144,100000,sjf
1184,20,160,50,262144,1000000,to
1185,20,160,50,1048576,100,sjf
1186,20,160,50,1048576,1000,sjf
1187,20,160,50,1048576,10000,sjf
1188,20,160,50,1048576,100000,sjf
1189,20,160,50,1048576,1000000,to
1190,20,160,50,4194304,100,sjf
1191,20,160,50,4194304,1000,sjf
1192,20,160,50,4194304,10000,sjf
1193,20,160,50,4194304,100000,sjf
1194,20,160,50,4194304,1000000,sjf
1195,20,160,50,16777216,100,sjf
1196,20,160,50,16777216,1000,sjf
1197,20,160,50,16777216,10000,sjf
1198,20,160,50,16777216,100000,sjf
1199,20,160,50,16777216,1000000,sjf
1200,20,160,75,65536,100,sjf
1201,20,160,75,65536,1000,sjf
1202,20,160,75,65536,10000,sjf
1203,20,160,75,65536,100000,sjf
1204,20,160,75,65536,1000000,to
1205,20,160,75,262144,100,sjf
1206,20,160,75,262144,1000,sjf
1207,20,160,75,262144,10000,sjf
1208,20,160,75,262144,100000,sjf
1209,20,160,75,262144,1000000,to
1210,20,160,75,1048576,100,sjf
1211,20,160,75,1048576,1000,sjf
1212,20,160,75,1048576,10000,sjf
1213,20,160,75,1048576,100000,sjf
1214,20,160,75,1048576,1000000,to
1215,20,160,75,4194304,100,sjf
1216,20,160,75,4194304,1000,sjf
1217,20,160,75,4194304,10000,sjf
1218,20,160,75,4194304,100000,sjf
1219,20,160,75,4194304,1000000,to
1220,20,160,75,16777216,100,sjf
1221,20,160,75,16777216,1000,sjf
1222,20,160,75,16777216,10000,sjf
1223,20,160,75,16777216,100000,sjf
1224,20,160,75,16777216,1000000,sjf
1225,20,160,100,65536,100,sjf
1226,20,160,100,65536,1000,sjf
1227,20,160,100,65536,10000,sjf
1228,20,160,100,65536,100000,sjf
1229,20,160,100,65536,1000000,to
1230,20,160,100,262144,100,sjf
1231,20,160,100,262144,1000,sjf
1232,20,160,100,262144,10000,sjf
1233,20,160,100,262144,100000,sjf
1234,20,160,100,262144,1000000,sjf
1235,20,160,100,1048576,100,sjf
1236,20,160,100,1048576,1000,sjf
1237,20,160,100,1048576,10000,sjf
1238,20,160,100,1048576,100000,sjf
1239,20,160,100,1048576,1000000,to
1240,20,160,100,4194304,100,sjf
1241,20,160,100,4194304,1000,sjf
1242,20,160,100,4194304,10000,sjf
1243,20,160,100,4194304,100000,sjf
1244,20,160,100,4194304,1000000,sjf
1245,20,160,100,16777216,100,sjf
1246,20,160,100,16777216,1000,sjf
1247,20,160,100,16777216,10000,sjf
1248,20,160,100,16777216,100000,sjf
1249,20,160,100,16777216,1000000,to
1250,50,10,0,65536,100,twins
1251,50,10,0,65536,1000,to
1252,50,10,0,65536,10000,sjf
1253,50,10,0,65536,100000,sjf
1254,50,10,0,65536,1000000,mlf
1255,50,10,0,262144,100,mlf
1256,50,10,0,262144,1000,to
1257,50,10,0,262144,10000,to
1258,50,10,0,262144,100000,to
1259,50,10,0,262144,1000000,sjf
1260,50,10,0,1048576,100,sjf
1261,50,10,0,1048576,1000,sjf
1262,50,10,0,1048576,10000,sjf
1263,50,10,0,1048576,100000,sjf
1264,50,10,0,1048576,1000000,sjf
1265,50,10,0,4194304,100,sjf
1266,50,10,0,4194304,1000,sjf
1267,50,10,0,4194304,10000,sjf
1268,50,10,0,4194304,100000,sjf
1269,50,10,0,4194304,1000000,sjf
1270,50,10,0,16777216,100,sjf
1271,50,10,0,16777216,1000,sjf
1272,50,10,0,16777216,10000,sjf
1273,50,10,0,16777216,100000,sjf
1274,50,10,0,16777216,1000000,sjf
1275,50,10,25,65536,100,sjf
1276,50,10,25,65536,1000,mlf
1277,50,10,25,65536,10000,sjf
1278,50,10,25,65536,100000,sjf
1279,50,10,25,65536,1000000,to
1280,50,10,25,262144,100,sjf
1281,50,10,25,262144,1000,sjf
1282,50,10,25,262144,10000,sjf
1283,50,10,25,262144,100000,sjf
1284,50,10,25,262144,1000000,sjf
1285,50,10,25,1048576,100,sjf
1286,50,10,25,1048576,1000,to
1287,50,10,25,1048576,10000,sjf
1288,50,10,25,1048576,100000,sjf
1289,50,10,25,1048576,1000000,sjf
1290,50,10,25,4194304,100,sjf
1291,50,10,25,4194304,1000,sjf
1292,50,10,25,4194304,10000,sjf
1293,50,10,25,4194304,100000,sjf
1294,50,10,25,4194304,1000000,sjf
1295,50,10,25,16777216,100,sjf
1296,50,10,25,16777216,1000,sjf
1297,50,10,25,16777216,10000,sjf
1298,50,10,25,16777216,100000,sjf
1299,50,10,25,16777216,1000000,sjf
1300,50,10,50,65536,100,sjf
1301,50,10,50,65536,1000,sjf
1302,50,10,50,65536,10000,to
1303,50,10,50,65536,100000,sjf
1304,50,10,50,65536,1000000,sjf
1305,50,10,50,262144,100,sjf
1306,50,10,50,262144,1000,sjf
1307,50,10,50,262144,10000,sjf
1308,50,10,50,262144,100000,to
1309,50,10,50,262144,1000000,sjf
1310,50,10,50,1048576,100,sjf
1311,50,10,50,1048576,1000,sjf
1312,50,10,50,1048576,10000,sjf
1313,50,10,50,1048576,100000,sjf
1314,50,10,50,1048576,1000000,sjf
1315,50,10,50,4194304,100,sjf
1316,50,10,50,4194304,1000,to
1317,50,10,50,4194304,10000,sjf
1318,50,10,50,4194304,100000,sjf
1319,50,10,50,4194304,1000000,sjf
1320,50,10,50,16777216,100,sjf
1321,50,10,50,16777216,1000,sjf
1322,50,10,50,16777216,10000,sjf
1323,50,10,50,16777216,100000,sjf
1324,50,10,50,16777216,1000000,sjf
1325,50,10,75,65536,100,sjf
1326,50,10,75,65536,1000,mlf
1327,50,10,75,65536,10000,to
1328,50,10,75,65536,100000,sjf
1329,50,10,75,65536,1000000,sjf
1330,50,10,75,262144,100,sjf
1331,50,10,75,262144,1000,sjf
1332,50,10,75,262144,10000,sjf
1333,50,10,75,262144,100000,sjf
1334,50,10,75,262144,1000000,twins
1335,50,10,75,1048576,100,sjf
1336,50,10,75,1048576,1000,sjf
1337,50,10,75,1048576,10000,twins
1338,50,10,75,1048576,100000,to
1339,50,10,75,1048576,1000000,sjf
1340,50,10,75,4194304,100,sjf
1341,50,10,75,4194304,1000,sjf
1342,50,10,75,4194304,10000,sjf
1343,50,10,75,4194304,100000,sjf
1344,50,10,75,4194304,1000000,sjf
1345,50,10,75,16777216,100,sjf
1346,50,10,75,16777216,1000,sjf
1347,50,10,75,16777216,10000,to
1348,50,10,75,16777216,100000,to
1349,50,10,75,16777216,1000000,sjf
1350,50,10,100,65536,100,sjf
1351,50,10,100,65536,1000,sjf
1352,50,10,100,65536,10000,to
1353,50,10,100,65536,100000,sjf
1354,50,10,100,65536,1000000,to
1355,50,10,100,262144,100,sjf
1356,50,10,100,262144,1000,to
1357,50,10,100,262144,10000,sjf
1358,50,10,100,262144,100000,sjf
1359,50,10,100,262144,1000000,sjf
1360,50,10,100,1048576,100,sjf
1361,50,10,100,1048576,1000,sjf
1362,50,10,100,1048576,10000,sjf
1363,50,10,100,1048576,100000,sjf
1364,50,10,100,1048576,1000000,to
1365,50,10,100,4194304,100,sjf
1366,50,10,100,4194304,1000,mlf
1367,50,10,100,4194304,10000,sjf
1368,50,10,100,4194304,100000,to
1369,50,10,100,4194304,1000000,sjf
1370,50,10,100,16777216,100,sjf
1371,50,10,100,16777216,1000,sjf
1372,50,10,100,16777216,10000,sjf
1373,50,10,100,16777216,100000,sjf
1374,50,10,100,16777216,1000000,sjf
1375,50,20,0,65536,100,sjf
1376,50,20,0,65536,1000,mlf
1377,50,20,0,65536,10000,mlf
1378,50,20,0,65536,100000,mlf
1379,50,20,0,65536,1000000,sjf
1380,50,20,0,262144,100,sjf
1381,50,20,0,262144,1000,sjf
1382,50,20,0,262144,10000,sjf
1383,50,20,0,262144,100000,to
1384,50,20,0,262144,1000000,sjf
1385,50,20,0,1048576,100,sjf
1386,50,20,0,1048576,1000,sjf
1387,50,20,0,1048576,10000,sjf
1388,50,20,0,1048576,100000,sjf
1389,50,20,0,1048576,1000000,sjf
1390,50,20,0,4194304,100,sjf
1391,50,20,0,4194304,1000,sjf
1392,50,20,0,4194304,10000,sjf
1393,50,20,0,4194304,100000,sjf
1394,50,20,0,4194304,1000000,sjf
1395,50,20,0,16777216,100,sjf
1396,50,20,0,16777216,1000,sjf
1397,50,20,0,16777216,10000,sjf
1398,50,20,0,16777216,100000,to
1399,50,20,0,16777216,1000000,to
1400,50,20,25,65536,100,sjf
1401,50,20,25,65536,1000,sjf
1402,50,20,25,65536,10000,mlf
1403,50,20,25,65536,100000,sjf
1404,50,20,25,65536,1000000,sjf
1405,50,20,25,262144,100,sjf
1406,50,20,25,262144,1000,sjf
1407,50,20,25,262144,10000,sjf
1408,50,20,25,262144,100000,sjf
1409,50,20,25,262144,1000000,sjf
1410,50,20,25,1048576,100,sjf
1411,50,20,25,1048576,1000,sjf
1412,50,20,25,1048576,10000,sjf
1413,50,20,25,1048576,100000,sjf
1414,50,20,25,1048576,1000000,sjf
1415,50,20,25,4194304,100,to
1416,50,20,25,4194304,1000,sjf
1417,50,20,25,4194304,10000,sjf
1418,50,20,25,4194304,100000,sjf
1419,50,20,25,4194304,1000000,sjf
1420,50,20,25,16777216,100,sjf
1421,50,20,25,16777216,1000,sjf
1422,50,20,25,16777216,10000,sjf
1423,50,20,25,16777216,100000,sjf
1424,50,20,25,16777216,1000000,sjf
1425,50,20,50,65536,100,sjf
1426,50,20,50,65536,1000,sjf
1427,50,20,50,65536,10000,sjf
1428,50,20,50,65536,100000,sjf
1429,50,20,50,65536,1000000,sjf
1430,50,20,50,262144,100,sjf
1431,50,20,50,262144,1000,sjf
1432,50,20,50,262144,10000,sjf
1433,50,20,50,262144,100000,sjf
1434,50,20,50,262144,1000000,sjf
1435,50,20,50,1048576,100,sjf
1436,50,20,50,1048576,1000,sjf
1437,50,20,50,1048576,10000,sjf
1438,50,20,50,1048576,100000,sjf
1439,50,20,50,1048576,1000000,sjf
1440,50,20,50,4194304,100,sjf
1441,50,20,50,4194304,1000,sjf
1442,50,20,50,4194304,10000,sjf
1443,50,20,50,4194304,100000,twins
1444,50,20,50,4194304,1000000,sjf
1445,50,20,50,16777216,100,sjf
1446,50,20,50,16777216,1000,sjf
1447,50,20,50,16777216,10000,sjf
1448,50,20,50,16777216,100000,to
1449,50,20,50,16777216,1000000,to
1450,50,20,75,65536,100,sjf
1451,50,20,75,65536,1000,sjf
1452,50,20,75,65536,10000,sjf
1453,50,20,75,65536,100000,sjf
1454,50,20,75,65536,1000000,to
1455,50,20,75,262144,100,twins
1456,50,20,75,262144,1000,sjf
1457,50,20,75,262144,10000,sjf
1458,50,20,75,262144,100000,sjf
1459,50,20,75,262144,1000000,sjf
1460,50,20,75,1048576,100,sjf
1461,50,20,75,1048576,1000,sjf
1462,50,20,75,1048576,10000,sjf
1463,50,20,75,1048576,100000,sjf
1464,50,20,75,1048576,1000000,to
1465,50,20,75,4194304,100,sjf
1466,50,20,75,4194304,1000,sjf
1467,50,20,75,4194304,10000,sjf
1468,50,20,75,4194304,100000,sjf
1469,50,20,75,4194304,1000000,sjf
1470,50,20,75,16777216,100,sjf
1471,50,20,75,16777216,1000,sjf
1472,50,20,75,16777216,10000,sjf
1473,50,20,75,16777216,100000,sjf
1474,50,20,75,16777216,1000000,sjf
1475,50,20,100,65536,100,sjf
1476,50,20,100,65536,1000,sjf
1477,50,20,100,65536,10000,sjf
1478,50,20,100,65536,100000,sjf
1479,50,20,100,65536,1000000,to
1480,50,20,100,262144,100,to
1481,50,20,100,262144,1000,sjf
1482,50,20,100,262144,10000,sjf
1483,50,20,100,262144,100000,sjf
1484,50,20,100,262144,1000000,sjf
1485,50,20,100,1048576,100,sjf
1486,50,20,100,1048576,1000,sjf
1487,50,20,100,1048576,10000,sjf
1488,50,20,100,1048576,100000,sjf
1489,50,20,100,1048576,1000000,sjf
1490,50,20,100,4194304,100,sjf
1491,50,20,100,4194304,1000,sjf
